SIFT, BRISK, 9, 79, 68.1435, 214.311
SIFT, SIFT, 1, 56, 55.3922, 52.1647
SIFT, SIFT, 2, 51, 58.7646, 55.9365
SIFT, SIFT, 3, 38, 58.4589, 39.2147
SIFT, SIFT, 4, 44, 42.7474, 39.7865
SIFT, SIFT, 5, 44, 42.6707, 40.6179
SIFT, SIFT, 6, 59, 55.9802, 40.8925
SIFT, SIFT, 7, 55, 44.3197, 39.6323
SIFT, SIFT, 8, 46, 43.0807, 39.656
SIFT, SIFT, 9, 55, 44.7525, 39.7906
SIFT, BRIEF, 1, 52, 56.0825, 0.472585
SIFT, BRIEF, 2, 54, 56.3873, 0.637497
SIFT, BRIEF, 3, 47, 55.8857, 0.831386
SIFT, BRIEF, 4, 52, 45.346, 0.826352
SIFT, BRIEF, 5, 65, 43.5588, 0.810681
SIFT, BRIEF, 6, 66, 42.2504, 0.81666
SIFT, BRIEF, 7, 61, 42.3979, 0.836631
SIFT, BRIEF, 8, 78, 42.5787, 0.899379
SIFT, BRIEF, 9, 71, 44.8243, 0.490352
SIFT, FREAK, 1, 72, 55.7518, 28.5309
SIFT, FREAK, 2, 59, 56.5212, 29.3384
SIFT, FREAK, 3, 58, 46.1042, 29.4646
SIFT, FREAK, 4, 70, 57.379, 28.4055
SIFT, FREAK, 5, 74, 43.1249, 29.4726
SIFT, FREAK, 6, 80, 45.32, 29.1146
SIFT, FREAK, 7, 71, 41.4722, 29.0496
SIFT, FREAK, 8, 82, 42.067, 28.5848
SIFT, FREAK, 9, 79, 42.8929, 28.9582
